Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit,Sales Amount,Order_Year,Order_Month,Order_Day
Zudio,India,Rajasthan,Chhattisgarh,Kids,Jeans,28,432073,Owned,15-07-2021,800,Barbara Johnson,M31,"2596 Charles Flats Shawnhaven, NV 01450",11 AM - 8 PM,9,Available,Alarm,53247,27-09-2024,September,277120,Gregory Walter,561,696,8,2227.2,5568,2024,9,27
Zudio,India,Maharashtra,Kolkata,Women,T-shirts,5,407811,Owned,05-11-2021,800,John Cross,M25,"655 Daniel Street Brianmouth, KS 50843",10 AM - 9 PM,11,Available,CCTV,53882,27-06-2024,June,172657,Dana Brown,456,2681,8,8579.2,21448,2024,6,27
Zudio,India,Tamil Nadu,Aurangabad,Men,T-shirts,80,416937,Rented,28-10-2024,1200,Jennifer Boyd,M50,"875 Amanda Burg Lake Jamesland, OH 58025",10 AM - 7 PM,4,Not Available,CCTV,85958,01-12-2024,December,166454,Dr. Antonio Hall,679,1211,8,3875.2,9688,2024,12,1
Zudio,India,Rajasthan,Nagpur,Women,Sweaters,27,407842,Rented,09-01-2024,1200,Michael Neal,M6,"9131 Jonathan Locks North Kim, AR 03147",9 AM - 8 PM,17,Not Available,"CCTV, Alarm",35773,03-09-2024,September,313293,Shawn Hartman,807,1344,3,1612.8,4032,2024,9,3
Zudio,India,Uttar Pradesh,Vadodara,Men,Tops,14,433440,Rented,18-06-2022,1200,Felicia Davis,M11,"6005 Sarah Overpass Suite 894 New Christophershire, WY 68553",9 AM - 8 PM,3,Not Available,"CCTV, Alarm",95763,28-07-2024,July,879876,Connie Nguyen,439,1124,2,899.2,2248,2024,7,28
Zudio,India,Karnataka,Coimbatore,Men,Jeans,73,427032,Rented,17-01-2023,1200,Steve Douglas,M76,"502 James Flat Port Dakota, VA 99381",11 AM - 8 PM,12,Available,Alarm,32977,07-01-2024,January,185029,Kristin Griffin,968,2581,4,4129.6,10324,2024,1,7
Zudio,India,Uttar Pradesh,Pondicherry,Men,Sweaters,50,406093,Owned,04-11-2020,1100,James Smith PhD,M72,"2894 Patel Plain Lake Anthonyfort, NY 44558",11 AM - 8 PM,16,Not Available,CCTV,84838,20-05-2024,May,956421,Matthew Griffin,656,589,1,235.6,589,2024,5,20
Zudio,India,Delhi,Pune,Kids,Hoodies,63,422970,Rented,05-08-2021,1200,Carol Wu,M49,"240 Mcgrath Cliffs Apt. 569 Thompsonmouth, NY 42324",10 AM - 7 PM,19,Available,,39009,28-04-2024,April,310683,Brandi Sullivan,379,1011,5,2022,5055,2024,4,28
Zudio,India,Delhi,Varanasi,Kids,Skirts,80,400401,Rented,17-06-2023,1300,Heather Strickland,M29,"990 Ann Gardens Markport, OH 43136",11 AM - 8 PM,14,Available,CCTV,33842,18-06-2024,June,944080,Steven Torres,953,1674,5,3348,8370,2024,6,18
Zudio,India,West Bengal,Agra,Men,Jeans,29,426507,Rented,01-02-2021,1100,Kathryn Eaton,M99,"5873 Kayla Square Apt. 290 Phamborough, WI 47002",10 AM - 9 PM,12,Not Available,CCTV,21318,14-08-2024,August,520735,Sergio Lewis,213,2664,2,2131.2,5328,2024,8,14
Zudio,India,Gujarat,Chennai,Men,T-shirts,50,401768,Owned,11-07-2021,1300,Alice Smith,M16,"2989 Paul Mall Annetteborough, TN 55868",10 AM - 9 PM,17,Not Available,,64201,15-03-2024,March,900349,Michael Smith,970,2211,4,3537.6,8844,2024,3,15
Zudio,India,Rajasthan,Kanpur,Women,Pants,87,411741,Owned,22-09-2021,1000,Mary Holt,M92,USCGC Frazier FPO AP 70050,10 AM - 9 PM,19,Not Available,,21634,06-04-2024,April,882182,Stephanie Page,345,1735,4,2776,6940,2024,4,6
Zudio,India,West Bengal,Kochi,Kids,T-shirts,35,414822,Rented,18-08-2024,950,Dana Lucas,M25,"2987 Rangel Square Apt. 689 Port Mark, TN 44715",11 AM - 8 PM,7,Not Available,CCTV,98472,05-10-2024,October,445724,Dawn Osborne,528,2196,2,1756.8,4392,2024,10,5
Zudio,India,Tamil Nadu,Jalna,Women,Shoes,33,430358,Owned,03-07-2020,1200,Richard Cherry,M45,"51365 Washington Track Apt. 135 South Judyside, NH 92575",9 AM - 8 PM,15,Available,,94784,26-06-2024,June,495595,Matthew Johnson,256,764,7,2139.2,5348,2024,6,26
Zudio,India,Uttar Pradesh,Visakhapatnam,Men,Dresses,72,421904,Rented,06-05-2020,1200,Matthew Carr,M4,"582 Jones Ramp Suite 434 Parkerburgh, CT 59458",9 AM - 8 PM,11,Not Available,"CCTV, Alarm",40807,18-09-2024,September,237235,James Farmer,584,2106,4,3369.6,8424,2024,9,18
Zudio,India,Gujarat,Meerut,Kids,Shoes,17,402168,Rented,23-08-2023,1400,Adam Palmer,M66,"34888 Shelton Stravenue Apt. 216 West Debra, KS 20956",10 AM - 7 PM,11,Available,,49411,12-02-2024,February,528797,Adriana Zhang,872,915,4,1464,3660,2024,2,12
Zudio,India,Uttar Pradesh,Kanpur,Kids,Dresses,54,414705,Rented,28-12-2023,1300,Ashley Hernandez,M40,"7546 Lopez Garden Apt. 447 Annburgh, MT 24630",9 AM - 8 PM,12,Available,Alarm,14808,20-08-2024,August,394905,David Powell,364,1323,2,1058.4,2646,2024,8,20
Zudio,India,Rajasthan,Noida,Kids,T-shirts,100,434412,Owned,25-06-2021,1100,John Morris,M88,"514 Erin Alley Apt. 417 Wadeville, PA 23423",9 AM - 8 PM,11,Available,,18906,27-10-2024,October,560855,Benjamin Bates,493,616,8,1971.2,4928,2024,10,27
Zudio,India,Karnataka,Meerut,Women,Jackets,60,438060,Rented,27-03-2020,1200,Heather Valenzuela,M8,"139 Melissa Lodge North Davidport, MS 70388",10 AM - 9 PM,19,Not Available,Alarm,34950,23-09-2024,September,135208,Robert Dixon,458,1104,7,3091.2,7728,2024,9,23
Zudio,India,Rajasthan,Patna,Men,Jeans,76,414297,Rented,13-03-2024,1000,Jessica Martinez,M50,"34516 Hernandez Spurs North Crystalmouth, MN 01864",9 AM - 8 PM,3,Available,CCTV,96547,16-10-2024,October,117510,James Martinez,615,2805,8,8976,22440,2024,10,16
Zudio,India,Rajasthan,Madurai,Kids,Jackets,29,435724,Owned,27-11-2024,950,Steven Rojas,M97,"16744 Conner Course Suite 069 New Christinaburgh, AK 50316",9 AM - 8 PM,19,Not Available,CCTV,99209,15-10-2024,October,106197,Luis Miller,334,2956,2,2364.8,5912,2024,10,15
Zudio,India,Delhi,Patna,Men,Sweaters,26,421738,Owned,13-03-2021,1400,Victoria Mann,M69,"91876 Lopez Tunnel Levyfurt, NJ 01538",11 AM - 8 PM,17,Not Available,,35643,30-01-2024,January,814095,William Johnson,366,1576,7,4412.8,11032,2024,1,30
Zudio,India,Tamil Nadu,Kochi,Kids,Tops,13,417613,Owned,31-01-2024,1100,Angela Norris,M11,"572 Adams Rue Lake Alicia, UT 51290",10 AM - 7 PM,5,Available,"CCTV, Alarm",65808,11-11-2024,November,735497,Seth Fox,621,522,3,626.4,1566,2024,11,11
Zudio,India,Tamil Nadu,Bhopal,Women,T-shirts,25,401547,Rented,31-08-2021,1000,Dennis Diaz,M41,"39198 Victoria Circle Apt. 916 Wadeville, HI 19538",9 AM - 8 PM,17,Not Available,Alarm,13549,30-04-2024,April,883807,Amanda Johnson,393,686,8,2195.2,5488,2024,4,30
Zudio,India,Gujarat,Noida,Kids,Jackets,71,433775,Rented,28-02-2023,1200,Karen Rodriguez,M67,"961 Scott Ports Suite 181 Cooperfort, TX 09454",11 AM - 8 PM,15,Available,CCTV,38291,06-07-2024,July,210846,Elizabeth Mitchell,542,2138,8,6841.6,17104,2024,7,6
Zudio,India,Uttar Pradesh,Nagpur,Women,Sweaters,27,400123,Rented,19-03-2020,1200,Suzanne Russo,M54,"134 House Center Wellsfurt, CO 08164",11 AM - 8 PM,13,Available,"CCTV, Alarm",83846,12-02-2024,February,939193,Mrs. Angela Levine,881,2118,1,847.2,2118,2024,2,12
Zudio,India,Delhi,Pondicherry,Kids,Skirts,18,407976,Owned,24-08-2020,1400,Sean Nunez,M35,"89316 Amber Point Suite 153 Lake Joan, OH 30193",11 AM - 8 PM,8,Available,Alarm,83133,23-05-2024,May,671755,Colleen Douglas,387,2927,3,3512.4,8781,2024,5,23
Zudio,India,Karnataka,Aurangabad,Men,Jackets,11,405186,Owned,21-08-2024,1200,Phillip Chavez,M50,"5216 Strickland Mountain Suite 337 South Davidton, MA 94397",11 AM - 8 PM,18,Available,CCTV,43355,21-04-2024,April,918303,Joseph Arnold,312,2021,2,1616.8,4042,2024,4,21
Zudio,India,Karnataka,Kanpur,Kids,Shirts,77,407038,Owned,26-09-2023,1400,Kendra Ortiz,M40,"009 Suzanne Stream Apt. 299 South Ann, CO 04301",9 AM - 8 PM,18,Available,,42614,11-10-2024,October,301745,Lindsay Graham,979,1127,2,901.6,2254,2024,10,11
Zudio,India,Gujarat,Kochi,Men,T-shirts,68,402447,Rented,03-06-2023,1300,Jaime Lewis,M83,"94369 Henry Roads South Johnnyville, AR 33557",9 AM - 8 PM,15,Available,"CCTV, Alarm",74027,24-04-2024,April,804221,Marcus Webb,862,2587,3,3104.4,7761,2024,4,24
Zudio,India,West Bengal,Goa,Kids,Dresses,96,420181,Owned,22-12-2022,800,Brian Vasquez,M52,Unit 6983 Box 3302 DPO AE 54767,10 AM - 7 PM,16,Not Available,"CCTV, Alarm",95840,22-04-2024,April,502217,Melissa Franco,801,979,1,391.6,979,2024,4,22
Zudio,India,Uttar Pradesh,Pune,Women,Jackets,34,406234,Rented,04-11-2020,1000,Danielle Myers,M43,"30583 Angela Trail Sarahmouth, OK 18212",9 AM - 8 PM,4,Available,,55780,02-10-2024,October,714583,Michael Allen,804,2774,2,2219.2,5548,2024,10,2
Zudio,India,Maharashtra,Guwahati,Men,Jackets,2,402026,Rented,25-03-2022,1400,Allen York,M26,"73609 Tina Port Hillside, WV 98357",10 AM - 7 PM,13,Not Available,Alarm,57332,23-11-2024,November,550943,Erin Perez,804,980,2,784,1960,2024,11,23
Zudio,India,Maharashtra,Nashik,Men,Dresses,27,418150,Owned,31-03-2023,1300,Ryan Randall,M81,"06919 Jean Highway Suite 489 Gutierrezshire, KS 93636",11 AM - 8 PM,6,Not Available,Alarm,82137,14-09-2024,September,702988,Patricia Rodriguez,380,2015,1,806,2015,2024,9,14
Zudio,India,Rajasthan,Kolhapur,Men,Hoodies,30,438588,Rented,10-04-2023,950,Breanna Collins,M23,"109 Simmons Club Michelletown, WV 14571",10 AM - 9 PM,10,Not Available,CCTV,33153,20-06-2024,June,255788,Scott Bryant,427,1823,3,2187.6,5469,2024,6,20
Zudio,India,Karnataka,Visakhapatnam,Kids,Shirts,11,416709,Rented,21-04-2022,1300,Joseph Zimmerman,M20,"506 Leslie Green Suite 123 Lowemouth, PA 09163",10 AM - 7 PM,12,Available,"CCTV, Alarm",16873,24-09-2024,September,928991,Brooke Schmitt,630,1815,4,2904,7260,2024,9,24
Zudio,India,Gujarat,Thane,Kids,Tops,94,408514,Owned,15-01-2022,1400,Deborah Wilson,M9,"761 Karen Ports Lake Larry, HI 83234",11 AM - 8 PM,17,Available,CCTV,13967,29-09-2024,September,982189,Nicole Rodriguez,726,2443,7,6840.4,17101,2024,9,29
Zudio,India,Maharashtra,Agra,Women,Tops,3,408570,Owned,28-09-2020,950,Dan Garcia,M91,"817 Julie Island Andersonville, GA 98636",10 AM - 7 PM,14,Not Available,Alarm,74129,08-05-2024,May,144650,Steven Flores,672,1109,3,1330.8,3327,2024,5,8
Zudio,India,Maharashtra,Bhopal,Kids,Shirts,91,404326,Rented,09-04-2021,1200,Christopher Weaver,M62,Unit 8908 Box 1799 DPO AE 89929,9 AM - 8 PM,15,Not Available,CCTV,33071,19-06-2024,June,409697,Kenneth Ryan,747,964,5,1928,4820,2024,6,19
Zudio,India,Maharashtra,Pune,Women,T-shirts,78,409580,Owned,02-12-2021,1200,Nathan Walker,M45,"808 Shelley Bridge Suite 018 Abigailstad, ME 69709",10 AM - 9 PM,4,Not Available,"CCTV, Alarm",56726,29-07-2024,July,747338,James Winters,960,1741,2,1392.8,3482,2024,7,29
Zudio,India,Karnataka,Jaipur,Women,Jeans,77,422570,Owned,03-01-2020,1100,Brian Fisher,M10,Unit 6425 Box 1710 DPO AP 06062,10 AM - 7 PM,11,Available,CCTV,51480,14-05-2024,May,171339,Kevin Jacobs,334,1453,8,4649.6,11624,2024,5,14
Zudio,India,Rajasthan,Jammu,Men,Skirts,46,402067,Rented,15-09-2022,1400,April Gilbert,M16,"0726 David Manor Apt. 664 West Jamesfurt, MN 29679",9 AM - 8 PM,9,Not Available,Alarm,21592,02-09-2024,September,391777,Connor Kim,334,2285,8,7312,18280,2024,9,2
Zudio,India,Karnataka,Chennai,Women,Jackets,28,439457,Rented,02-09-2022,1400,Christina Olsen,M37,"125 Rodriguez Ford Suite 670 Stoneborough, KS 95488",10 AM - 9 PM,14,Not Available,Alarm,72648,01-07-2024,July,328058,Tracy Smith,275,2865,3,3438,8595,2024,7,1
Zudio,India,West Bengal,Pune,Women,Sweaters,96,423645,Owned,01-06-2022,1000,Adam Lozano,M34,"87673 Christian Avenue Tommyview, MO 62759",11 AM - 8 PM,14,Not Available,CCTV,46185,21-11-2024,November,546415,Jason Brooks,653,2189,5,4378,10945,2024,11,21
Zudio,India,Gujarat,Chhattisgarh,Kids,Jackets,58,430513,Owned,22-03-2021,800,Catherine Ward,M75,"PSC 9447, Box 3823 APO AA 80685",10 AM - 7 PM,7,Available,"CCTV, Alarm",10450,14-07-2024,July,709314,Robert Torres,329,2595,3,3114,7785,2024,7,14
Zudio,India,Rajasthan,Kanpur,Kids,Dresses,56,417045,Owned,12-05-2020,800,Jenna Spencer PhD,M35,"65939 Kirk Stream Toddberg, ND 21513",11 AM - 8 PM,12,Not Available,Alarm,48186,09-03-2024,March,313819,Kaitlyn Thompson,830,2450,8,7840,19600,2024,3,9
Zudio,India,Rajasthan,Kolkata,Kids,Pants,23,428548,Rented,27-11-2020,1200,Alexander Morrison,M53,"7395 Matthew Via Apt. 940 West Josephtown, MT 86003",10 AM - 7 PM,19,Not Available,,55945,08-09-2024,September,826399,Tamara Barton,813,741,5,1482,3705,2024,9,8
Zudio,India,Karnataka,Ranchi,Men,Hoodies,18,424347,Rented,26-01-2024,1300,Donald Smith,M50,"4468 Paul Spurs Suite 372 Ambermouth, OH 78198",10 AM - 7 PM,6,Not Available,Alarm,88153,20-06-2024,June,120508,Jesse Fleming,720,2848,5,5696,14240,2024,6,20
Zudio,India,Maharashtra,Vadodara,Women,Sweaters,11,430043,Owned,04-03-2022,1100,Alyssa Mejia,M3,"1388 Mitchell Prairie South Christopher, WY 70310",10 AM - 7 PM,12,Not Available,"CCTV, Alarm",35788,13-09-2024,September,536919,Daniel Ramirez,236,1704,1,681.6,1704,2024,9,13
Zudio,India,Gujarat,Goa,Men,Hoodies,69,435182,Owned,09-12-2021,800,Thomas Martinez,M41,"59877 Reid Cove Apt. 214 Youngport, WA 66235",11 AM - 8 PM,4,Not Available,"CCTV, Alarm",17048,21-05-2024,May,962376,Elizabeth Jones,592,1395,5,2790,6975,2024,5,21
Zudio,India,Rajasthan,Jammu,Kids,Hoodies,29,405652,Owned,13-02-2021,950,Preston Wilson,M34,"864 Nancy Corners Suite 332 Staceyland, IA 21420",11 AM - 8 PM,14,Not Available,Alarm,95768,02-12-2024,December,161946,Richard Gomez,691,1389,2,1111.2,2778,2024,12,2
Zudio,India,Gujarat,Nagpur,Men,Skirts,91,432553,Rented,21-07-2022,950,Jeffrey Acosta,M94,"558 Troy Camp Lake Alexisport, MO 82347",10 AM - 9 PM,9,Not Available,,51064,11-04-2024,April,916299,Debra Martinez,732,2454,4,3926.4,9816,2024,4,11
Zudio,India,West Bengal,Lucknow,Women,Pants,50,428213,Rented,06-04-2023,1400,Jeffrey Knight,M17,"95871 Molly Hill Kevinside, OK 98630",10 AM - 9 PM,3,Not Available,CCTV,44908,09-11-2024,November,440079,Brian Bryan,884,1870,3,2244,5610,2024,11,9
Zudio,India,Uttar Pradesh,Bhopal,Kids,Pants,17,413882,Rented,05-08-2023,950,Julie Booker,M23,"3038 Peters Squares Suite 089 Ericastad, KY 58858",10 AM - 9 PM,20,Not Available,Alarm,64315,16-08-2024,August,571923,Juan Snyder,399,770,5,1540,3850,2024,8,16
Zudio,India,Delhi,Ahmedabad,Kids,Shoes,51,424155,Owned,30-09-2020,800,Nicole Johns,M21,"PSC 6853, Box 6220 APO AE 58893",10 AM - 7 PM,9,Not Available,Alarm,85761,15-10-2024,October,460808,Andre Holmes,889,2622,7,7341.6,18354,2024,10,15
Zudio,India,Delhi,Mysuru,Kids,Jeans,68,435679,Owned,03-09-2023,1400,Paul Barry,M84,"82534 Tammy Flat New Andreamouth, WY 73654",10 AM - 7 PM,8,Not Available,CCTV,28235,17-07-2024,July,869989,Matthew Young,683,1967,1,786.8,1967,2024,7,17
Zudio,India,Uttar Pradesh,Ahmedabad,Men,Shoes,62,431519,Rented,16-12-2023,1100,Wesley Kelly,M76,"00672 Mcbride Fields West Crystalfort, DE 21739",11 AM - 8 PM,8,Available,CCTV,10008,07-07-2024,July,755871,Andrew Kline,364,2498,1,999.2,2498,2024,7,7
Zudio,India,Karnataka,Varanasi,Women,Dresses,63,412025,Owned,22-02-2024,1400,Miguel Maldonado,M6,"970 James Bridge West Brandy, ND 44523",11 AM - 8 PM,16,Available,,75637,02-12-2024,December,192560,Willie Valdez,567,1381,3,1657.2,4143,2024,12,2
Zudio,India,Delhi,Jammu,Men,Shoes,56,400828,Owned,13-04-2021,1100,Stephanie Obrien,M24,"18256 Wells River Whitebury, AR 30892",10 AM - 9 PM,5,Not Available,,33629,14-11-2024,November,415074,Calvin Brown,548,1155,3,1386,3465,2024,11,14
Zudio,India,Delhi,Coimbatore,Kids,Shirts,75,425544,Owned,18-11-2022,1100,Daniel Romero,M79,"63564 Jones Plains Suite 229 Roberthaven, AL 71723",10 AM - 9 PM,6,Not Available,Alarm,95490,24-11-2024,November,280269,George Elliott,680,2585,3,3102,7755,2024,11,24
Zudio,India,Karnataka,Rajkot,Men,Skirts,76,409762,Owned,06-04-2024,1400,William Herrera,M80,"71098 Howard Freeway New Billy, CO 33286",9 AM - 8 PM,12,Not Available,,94649,06-01-2024,January,665721,Michael Yang,338,2320,4,3712,9280,2024,1,6
Zudio,India,Karnataka,Lucknow,Kids,Shirts,31,422916,Owned,15-01-2024,1100,Diana Gilmore,M40,"029 Phillip Locks Apt. 095 South Mariahland, NH 66919",10 AM - 9 PM,12,Available,,86014,16-05-2024,May,338888,Steven Lee,763,1142,7,3197.6,7994,2024,5,16
Zudio,India,West Bengal,Chennai,Men,Sweaters,37,404836,Rented,07-11-2021,1100,Mark Mitchell,M37,"555 Garcia Expressway Apt. 982 Williamton, DC 75934",9 AM - 8 PM,8,Available,Alarm,36681,14-05-2024,May,832370,James Lutz,928,1785,6,4284,10710,2024,5,14
Zudio,India,Maharashtra,Hyderabad,Men,Hoodies,73,439789,Owned,07-08-2022,800,James Lynch Jr.,M99,"9756 Delgado Terrace Apt. 053 North Cassandra, NJ 22112",10 AM - 7 PM,19,Not Available,"CCTV, Alarm",43204,24-01-2024,January,989139,Justin Green,613,848,8,2713.6,6784,2024,1,24
Zudio,India,Karnataka,Lucknow,Kids,Skirts,67,400231,Owned,18-02-2024,1400,Larry Garcia,M11,"6175 Linda Tunnel Jamesland, FL 57412",11 AM - 8 PM,8,Available,"CCTV, Alarm",49776,07-01-2024,January,916770,Matthew Douglas,840,1917,2,1533.6,3834,2024,1,7
Zudio,India,Karnataka,Bhopal,Women,Pants,2,430567,Rented,15-05-2020,1300,Melissa Silva,M65,"1122 Miller Alley East Kathryn, LA 15799",10 AM - 7 PM,3,Available,,69801,12-04-2024,April,578819,Micheal Barnes,420,1459,4,2334.4,5836,2024,4,12
Zudio,India,Gujarat,Mysuru,Women,Jackets,44,408473,Owned,03-07-2021,950,Matthew Tucker,M23,"0395 Mary Cape South Tiffany, LA 11168",9 AM - 8 PM,13,Available,Alarm,80913,28-06-2024,June,579487,Tonya Faulkner,564,859,6,2061.6,5154,2024,6,28
Zudio,India,Gujarat,New Delhi,Women,Jeans,31,416252,Owned,11-07-2020,1300,Jennifer Wright,M31,"427 Allen Crossroad Suite 694 Blakeport, VA 50778",9 AM - 8 PM,19,Available,,88474,07-06-2024,June,117535,Robert Martin,338,1669,4,2670.4,6676,2024,6,7
Zudio,India,Gujarat,Noida,Women,Dresses,6,429732,Owned,05-03-2020,1200,Tonya Goodwin,M2,"3296 Wilson Stravenue Suite 368 Williamsstad, TN 24472",10 AM - 7 PM,19,Not Available,Alarm,32053,28-09-2024,September,260443,Debra Roy,738,1511,5,3022,7555,2024,9,28
Zudio,India,West Bengal,Jalna,Women,Pants,45,432268,Rented,26-09-2020,1200,Manuel Kelly,M43,"6299 Graves Glen Bartonfurt, KY 01041",9 AM - 8 PM,6,Available,Alarm,56236,21-04-2024,April,859740,Lawrence Anderson,438,1787,3,2144.4,5361,2024,4,21
Zudio,India,Rajasthan,Bhopal,Women,Pants,20,427456,Owned,04-05-2023,1000,Courtney Lucas,M31,"4858 Sims Views Hectorfort, SD 86369",9 AM - 8 PM,15,Not Available,,28637,10-01-2024,January,624344,Courtney Jones,668,1452,7,4065.6,10164,2024,1,10
Zudio,India,Delhi,Vadodara,Kids,Dresses,13,421754,Rented,05-09-2020,950,Stacey Patel,M12,"15084 Hayes Landing Suite 666 West Christopher, WV 99221",10 AM - 9 PM,7,Not Available,"CCTV, Alarm",42499,03-04-2024,April,498909,Jonathon Brooks,310,1494,6,3585.6,8964,2024,4,3
Zudio,India,Gujarat,Bhopal,Kids,Sweaters,28,412784,Rented,01-06-2023,1100,Stephanie Dougherty,M25,"0212 John Burgs Suite 890 South Aaron, IL 82812",10 AM - 9 PM,16,Not Available,"CCTV, Alarm",73460,10-02-2024,February,456901,Courtney Shaw,270,1638,1,655.2,1638,2024,2,10
Zudio,India,Uttar Pradesh,Kochi,Men,Tops,75,432603,Rented,24-02-2023,1300,Michael Simpson,M41,"3259 Heather Mount South Kaylaburgh, WV 92623",10 AM - 9 PM,4,Not Available,Alarm,40796,18-05-2024,May,691550,Charles Howe,632,1645,4,2632,6580,2024,5,18
Zudio,India,Gujarat,Guwahati,Men,Dresses,97,430192,Rented,28-05-2021,1000,Denise Martinez,M5,"5888 Henry Hills Melissafort, WY 57334",9 AM - 8 PM,6,Not Available,,29215,04-03-2024,March,635229,John Sanders,374,1662,4,2659.2,6648,2024,3,4
Zudio,India,Maharashtra,Chhattisgarh,Kids,Tops,9,420070,Owned,11-10-2023,1300,Carol Myers,M90,"6679 Marcus Glen Suite 934 Laurastad, OR 66223",11 AM - 8 PM,8,Not Available,"CCTV, Alarm",79706,09-03-2024,March,675458,Mark Cook,972,2729,4,4366.4,10916,2024,3,9
Zudio,India,Uttar Pradesh,Meerut,Women,Hoodies,11,424030,Rented,03-11-2024,950,Thomas Moon,M78,"94822 Fuller Valley Apt. 632 Janiceport, GA 64382",9 AM - 8 PM,20,Not Available,,31068,05-02-2024,February,158457,Brianna Brown,788,2691,1,1076.4,2691,2024,2,5
Zudio,India,Uttar Pradesh,Kolhapur,Men,Shirts,91,422511,Rented,21-06-2020,1300,Jennifer Gutierrez,M70,"0338 Campos Shoal Apt. 314 East Donald, WI 24194",11 AM - 8 PM,3,Available,CCTV,36743,09-11-2024,November,927384,Stephen Smith,343,2001,5,4002,10005,2024,11,9
Zudio,India,Tamil Nadu,Aurangabad,Men,Jeans,71,409104,Rented,30-06-2024,1200,Michael Carpenter,M4,"6597 Evans Land South Megan, IN 13244",10 AM - 9 PM,15,Not Available,Alarm,12667,21-11-2024,November,279291,Brian Thomas,211,598,1,239.2,598,2024,11,21
Zudio,India,Rajasthan,Varanasi,Kids,Sweaters,53,439159,Owned,15-09-2023,1300,Amy Scott,M22,"98162 Ali Divide Apt. 442 Jensenborough, LA 12363",9 AM - 8 PM,14,Not Available,CCTV,70617,22-03-2024,March,450584,William Wiggins,222,625,1,250,625,2024,3,22
Zudio,India,Maharashtra,Madurai,Women,Sweaters,7,434754,Rented,01-09-2022,1400,Scott Morton,M58,"3965 Steven Skyway Hendersonchester, NH 98107",9 AM - 8 PM,14,Not Available,CCTV,52467,12-07-2024,July,509241,Andrea Mcdaniel,256,2583,6,6199.2,15498,2024,7,12
Zudio,India,Karnataka,Kochi,Kids,Pants,7,438919,Owned,01-08-2022,1200,Shannon Richards,M9,"579 Lynn Corners Richardsontown, SD 80988",10 AM - 7 PM,19,Not Available,"CCTV, Alarm",51767,10-06-2024,June,628633,Danielle Hill,592,2604,5,5208,13020,2024,6,10
Zudio,India,Gujarat,Bengaluru,Men,Skirts,15,427001,Rented,14-06-2022,1400,Derek Johnson,M65,"1045 Shannon Falls Apt. 265 Port Laurieside, MN 14283",10 AM - 9 PM,11,Not Available,CCTV,27603,12-01-2024,January,298577,Deanna Weber,690,2079,8,6652.8,16632,2024,1,12
Zudio,India,West Bengal,Solapur,Women,Shirts,70,416909,Rented,12-01-2022,1400,Shelly Browning,M31,"67221 Alexandria Crest North Victoriaborough, PA 82595",11 AM - 8 PM,6,Available,,83918,02-10-2024,October,212847,Beverly Donaldson,902,1489,2,1191.2,2978,2024,10,2
Zudio,India,Rajasthan,Mysuru,Men,T-shirts,79,439455,Rented,04-07-2021,1100,Suzanne Gross,M41,"PSC 3160, Box 6263 APO AP 96582",10 AM - 7 PM,8,Not Available,CCTV,99570,22-08-2024,August,831626,Cheryl Armstrong,617,859,4,1374.4,3436,2024,8,22
Zudio,India,Rajasthan,Patna,Men,Shirts,30,426298,Owned,24-08-2024,1100,Heather Cook,M41,"00995 Archer River Apt. 531 Leahbury, NE 83454",10 AM - 9 PM,20,Available,CCTV,61331,19-11-2024,November,829364,Philip Smith,906,2857,2,2285.6,5714,2024,11,19
Zudio,India,West Bengal,Rajkot,Kids,Pants,11,431147,Rented,27-11-2021,950,Melissa Watkins,M3,"154 Hernandez Island Apt. 633 Jonesburgh, MN 69190",10 AM - 7 PM,10,Not Available,"CCTV, Alarm",26222,14-01-2024,January,410841,Mallory Walton,357,1464,4,2342.4,5856,2024,1,14
Zudio,India,West Bengal,Hyderabad,Men,Hoodies,37,425084,Rented,13-02-2022,1300,Suzanne Cain,M87,"09710 Michele Shoal Apt. 699 Greenland, OH 61396",10 AM - 7 PM,8,Not Available,Alarm,24165,06-08-2024,August,639172,William Torres,974,2101,3,2521.2,6303,2024,8,6
Zudio,India,Rajasthan,Agra,Kids,Hoodies,7,434322,Rented,09-01-2023,1200,Andrew Tanner,M47,"466 Clark Camp Joanbury, FL 40090",11 AM - 8 PM,9,Available,CCTV,53632,12-09-2024,September,290610,Kimberly Pierce,499,2461,8,7875.2,19688,2024,9,12
Zudio,India,Tamil Nadu,Goa,Men,Dresses,90,439590,Rented,21-10-2022,1400,Lisa Miller,M72,"PSC 2209, Box 9166 APO AP 82812",9 AM - 8 PM,7,Available,CCTV,14463,25-01-2024,January,372445,Olivia Harris,684,2585,3,3102,7755,2024,1,25
Zudio,India,West Bengal,Mysuru,Women,Tops,48,417190,Owned,17-03-2023,1100,Mrs. Sara Garcia DDS,M56,"3449 Nelson Forge Christopherview, IN 29956",11 AM - 8 PM,6,Not Available,Alarm,74478,09-09-2024,September,869078,Emily Long,738,2089,8,6684.8,16712,2024,9,9
