Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Contact Information,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit
Zudio,India,Karnataka,Agra,Women,Dresses,43,419275,Owned,2021-03-06,1000,Gabrielle Carroll,M93,"0446 Johnson Courts Lake Mary, NC 56402",909.612.0224,10 AM - 9 PM,6,Not Available,None,49483,2024-10-06,October,777845,Peter Smith,225,1493,6,3583.2000000000003
Zudio,India,Maharashtra,Meerut,Men,Tops,30,415104,Rented,2020-01-21,1300,Jason Hanson,M94,"7139 Andersen Mills Apt. 875 Haileyburgh, KS 78051",280-042-4242,10 AM - 7 PM,17,Available,"CCTV, Alarm",27999,2024-09-10,September,155026,Richard Morris,298,2364,8,7564.8
Zudio,India,Delhi,Noida,Kids,Skirts,42,401781,Rented,2023-07-03,1000,Jacqueline Young,M46,"11854 Waller Stravenue Apt. 698 Wilsonfurt, DE 13698",1526728983,9 AM - 8 PM,11,Not Available,None,57750,2024-03-29,March,838973,Stacy Schmitt,896,1124,3,1348.8000000000002
Zudio,India,Delhi,Surat,Women,Shirts,96,408945,Rented,2021-02-18,1300,Mitchell Ramirez,M41,"073 Sexton Row Apt. 511 Robertchester, SD 63493",+1-197-527-0567x75376,9 AM - 8 PM,17,Available,None,44585,2024-03-22,March,706204,Joel Snyder,521,1571,7,4398.8
Zudio,India,Delhi,Kolkata,Kids,Dresses,93,420502,Rented,2022-02-20,1100,Mr. Patrick Sanchez MD,M63,"5009 Washington Lock North Lori, NV 15655",(465)085-0265x9139,9 AM - 8 PM,7,Not Available,"CCTV, Alarm",81732,2024-06-19,June,841145,Matthew Williamson,431,1163,4,1860.8000000000002
Zudio,India,Maharashtra,Goa,Kids,Dresses,23,434416,Owned,2024-04-09,1200,Lindsay Marks,M72,"0616 Jacqueline Loop Suite 352 Dakotamouth, MO 97539",(902)026-6040x892,10 AM - 7 PM,6,Not Available,"CCTV, Alarm",97100,2024-10-15,October,182472,Carrie Sanchez,347,2151,5,4302.0
Zudio,India,Gujarat,Rajkot,Women,T-shirts,41,432416,Rented,2020-01-09,1100,Stacey Cooper,M65,"6906 Martinez Mountain Suite 880 Melissatown, KY 18798",(787)563-4562,10 AM - 9 PM,19,Not Available,"CCTV, Alarm",28504,2024-07-13,July,753135,Jeffrey Shaffer,536,2797,7,7831.6
Zudio,India,Tamil Nadu,Kolhapur,Kids,Hoodies,59,433955,Owned,2023-08-25,800,Amber Fischer,M20,"489 Bowman Motorway Apt. 544 Shannonmouth, IN 41801",(698)052-8523x34792,10 AM - 7 PM,20,Not Available,Alarm,55693,2024-07-30,July,704063,Corey Blair,795,2119,8,6780.8
Zudio,India,Karnataka,Varanasi,Women,Jeans,25,431998,Owned,2023-06-17,1100,Colleen Sexton,M17,USNV Lowe FPO AP 28365,(302)548-9100x8091,10 AM - 9 PM,12,Not Available,Alarm,20076,2024-06-01,June,176788,Trevor Padilla,317,2149,3,2578.8
Zudio,India,Karnataka,Pondicherry,Men,Jackets,26,422980,Rented,2023-06-18,950,Joseph Moore,M53,"94206 Eric Green Suite 645 South Denise, KS 23892",(043)728-2713x96448,10 AM - 9 PM,14,Not Available,None,85999,2024-01-01,January,157169,Justin Lin,217,747,1,298.8
Zudio,India,Maharashtra,Chandigarh,Kids,Tops,54,432896,Owned,2021-04-26,1100,Erik James,M36,"7807 Mark Estate Singletonhaven, CT 14628",459-424-2639x7085,10 AM - 7 PM,8,Available,None,44239,2024-03-07,March,296722,John Henry,429,829,6,1989.6000000000001
Zudio,India,Uttar Pradesh,Bhopal,Kids,Skirts,10,407932,Rented,2022-06-30,1200,Paul Burns,M8,"2528 Kane Extensions Apt. 236 New Dalton, AK 17445",593.656.5780x552,10 AM - 9 PM,14,Not Available,None,61633,2024-02-10,February,790658,Kevin Rodriguez,417,836,5,1672.0
Zudio,India,Karnataka,Surat,Women,Pants,9,424816,Owned,2021-11-11,1000,Joe Clark,M65,"95047 Williams Green Port Davidside, NC 42374",198-350-1144x617,9 AM - 8 PM,20,Not Available,Alarm,77132,2024-11-28,November,508172,Cheryl Anderson,350,1944,5,3888.0
Zudio,India,Maharashtra,Madurai,Women,Shoes,8,419372,Owned,2023-06-27,800,Lisa Santos,M70,"566 Roberts Road Suite 468 East Travisfort, DC 84708",198.537.8276,10 AM - 9 PM,3,Not Available,"CCTV, Alarm",90568,2024-11-24,November,925332,Sherri Bell,273,524,5,1048.0
Zudio,India,Gujarat,Ranchi,Men,Shoes,20,429499,Owned,2023-09-20,950,Alex Larsen,M21,"67541 James Meadow Oneillfort, DE 18722",001-289-496-8755x34705,9 AM - 8 PM,12,Available,None,91484,2024-09-19,September,272095,Jennifer Nunez,692,566,3,679.2
Zudio,India,Uttar Pradesh,Solapur,Men,Jeans,29,422759,Rented,2023-07-08,950,William Rodriguez,M56,"650 Michelle Rapids Port Kathleen, ND 62785",(005)491-4336x12084,10 AM - 9 PM,16,Available,"CCTV, Alarm",29301,2024-09-16,September,733936,Lisa Nunez,579,1527,2,1221.6000000000001
Zudio,India,Gujarat,Pune,Women,Sweaters,52,433300,Owned,2023-12-21,1100,Robert Dalton,M48,Unit 9752 Box 7814 DPO AP 66718,+1-177-462-1060x3926,10 AM - 7 PM,19,Available,None,74820,2024-05-20,May,887362,Ana Floyd,968,2383,5,4766.0
Zudio,India,Rajasthan,Pondicherry,Women,Shirts,13,414554,Rented,2020-09-26,1200,Cynthia Richard,M48,"1898 Mary Inlet Martinmouth, NV 98925",001-206-834-3905x955,11 AM - 8 PM,13,Available,"CCTV, Alarm",98362,2024-08-21,August,467373,Lori Bailey,613,2461,3,2953.2000000000003
Zudio,India,Maharashtra,Chandigarh,Women,Sweaters,4,411509,Rented,2023-07-18,1200,Ricky Oconnor,M97,"2369 Tracy Club Apt. 046 Millerville, DC 28564",001-184-402-7789,10 AM - 7 PM,14,Available,Alarm,15731,2024-04-16,April,930676,Danielle Morrison,791,627,8,2006.4
Zudio,India,Maharashtra,Jaipur,Kids,Jackets,10,432518,Rented,2023-05-02,950,Kathryn Christensen,M3,"82897 Sharon Grove East Michaelfort, WY 46428",076.740.1715x67024,11 AM - 8 PM,18,Not Available,"CCTV, Alarm",43937,2024-08-06,August,230430,Philip Robertson,981,782,1,312.8
Zudio,India,Tamil Nadu,Aurangabad,Women,Dresses,82,421179,Owned,2021-02-09,800,Shelly Carter,M94,"162 Bradley Extensions Suite 841 South Robinshire, NE 62939",839-312-3402x1167,10 AM - 7 PM,10,Not Available,CCTV,85291,2024-06-20,June,499029,Joyce Jones,677,1778,5,3556.0
Zudio,India,Karnataka,Chennai,Kids,Shoes,4,438317,Rented,2021-07-14,1300,Timothy Patterson,M94,"41150 Derek Spring Denisehaven, MD 99594",001-926-643-4382x567,9 AM - 8 PM,11,Not Available,"CCTV, Alarm",82640,2024-10-05,October,600624,Caitlin Hunt DDS,771,791,4,1265.6000000000001
Zudio,India,Maharashtra,Chhattisgarh,Men,Shoes,74,420993,Owned,2022-09-08,1400,Sheila Meyers,M41,"4080 Joseph Land New Laurafort, MI 42487",001-728-738-0446x6588,9 AM - 8 PM,15,Not Available,None,81047,2024-02-01,February,323242,Jason Daniels,768,2390,2,1912.0
Zudio,India,Gujarat,New Delhi,Women,Dresses,33,405677,Rented,2023-08-29,950,Jonathan Perkins,M77,Unit 6741 Box 1359 DPO AE 82490,(796)257-5949x026,9 AM - 8 PM,8,Not Available,Alarm,73669,2024-02-03,February,560563,Sheila Sanchez,393,1038,5,2076.0
Zudio,India,Uttar Pradesh,Nashik,Men,T-shirts,38,408601,Rented,2024-01-07,1100,Brittany Johnson,M3,"462 Evans Mountains Rogersmouth, TX 87316",001-086-885-7541x85104,9 AM - 8 PM,5,Not Available,None,71330,2024-04-25,April,463954,Jamie Bennett,439,1818,1,727.2
Zudio,India,Tamil Nadu,Patna,Kids,Dresses,16,416315,Rented,2021-04-11,1300,Rachel Smith,M6,"4155 Knapp Creek Lake Dawn, AZ 69086",001-606-793-2500x37633,10 AM - 7 PM,9,Not Available,CCTV,19060,2024-08-30,August,126411,William Smith,481,2152,6,5164.8
Zudio,India,Tamil Nadu,Noida,Kids,Dresses,38,417891,Rented,2022-10-25,1300,Samuel Jarvis,M45,"38028 Donald Spring Apt. 765 Milesmouth, RI 06740",001-906-220-5825x00392,9 AM - 8 PM,8,Available,None,13571,2024-01-05,January,825249,Michael Park,752,762,3,914.4000000000001
Zudio,India,Delhi,Jammu,Kids,Jeans,93,401197,Rented,2022-01-23,1300,Mrs. Victoria Wilson,M37,"92862 Hamilton Road Apt. 404 Josephland, AK 75447",262-563-5769x1930,10 AM - 9 PM,20,Available,Alarm,90169,2024-01-27,January,948145,Mark Wallace,527,1532,8,4902.400000000001
Zudio,India,Uttar Pradesh,Jaipur,Kids,Sweaters,51,400945,Rented,2024-02-18,800,Brian Duarte,M9,"1951 Johnson Greens Apt. 066 Wilkinsside, TX 03589",501-923-2585x30345,10 AM - 9 PM,12,Available,None,46385,2024-11-25,November,508761,David Gordon,791,1015,1,406.0
Zudio,India,West Bengal,Ahmedabad,Kids,Pants,95,436467,Rented,2023-04-07,800,Carl Friedman,M24,"802 Alexandra Course Suite 864 Goodwinbury, KY 21223",833.959.5912x439,11 AM - 8 PM,12,Available,CCTV,96914,2024-07-21,July,276278,Anne Lane,445,1022,7,2861.6000000000004
Zudio,India,Maharashtra,Agra,Women,Pants,17,431002,Rented,2022-03-28,1100,Chris Maldonado,M23,"1025 Dana Shore South Joshua, LA 96785",297-785-2776,10 AM - 7 PM,19,Not Available,CCTV,44183,2024-07-14,July,290792,Teresa Gallegos,693,2931,3,3517.2000000000003
Zudio,India,Tamil Nadu,Kolhapur,Women,Shirts,17,400660,Rented,2024-11-19,1300,Maria Villanueva,M76,"91656 Brown Plains South Laurahaven, GA 93663",691.806.1822,10 AM - 7 PM,14,Available,"CCTV, Alarm",70645,2024-11-30,November,151630,Dr. Gregory Gibbs,289,1760,8,5632.0
Zudio,India,Tamil Nadu,Nagpur,Kids,Jeans,50,416457,Owned,2021-10-13,1100,Priscilla Hernandez,M78,"1840 Wayne Island Suite 684 East Kimberlybury, DC 99196",647.963.3072x070,9 AM - 8 PM,7,Not Available,None,93501,2024-10-28,October,427722,Edward Miller,632,1821,1,728.4000000000001
Zudio,India,West Bengal,New Delhi,Women,Pants,61,418605,Owned,2021-07-02,950,Mr. Scott Phillips MD,M87,"95753 Laura Trafficway Suite 915 New Douglas, NH 64843",(515)233-1872x452,10 AM - 9 PM,5,Available,CCTV,12594,2024-11-02,November,257273,Robert Brown,289,2586,5,5172.0
Zudio,India,Rajasthan,Hyderabad,Kids,Skirts,100,436613,Owned,2020-11-26,1400,Melanie Mendoza,M1,"6272 Medina Turnpike Suite 215 Greenfort, MT 23426",0853584799,10 AM - 9 PM,6,Available,None,49493,2024-08-19,August,543057,Pamela Bradshaw,660,966,1,386.40000000000003
Zudio,India,West Bengal,Kolkata,Men,Shirts,4,404683,Rented,2023-10-22,1400,Jamie Miller,M81,"17583 King Locks Suite 920 Carneymouth, NV 65107",+1-043-032-9471x2034,10 AM - 7 PM,8,Not Available,None,93376,2024-11-26,November,372212,Michael Williams,991,1685,7,4718.0
Zudio,India,Tamil Nadu,Visakhapatnam,Kids,Tops,79,430965,Rented,2024-05-07,1000,Mark Robinson,M26,USCGC Henry FPO AA 03539,600.941.8526x3856,10 AM - 7 PM,7,Not Available,"CCTV, Alarm",54487,2024-07-23,July,543722,Laura Shepherd,476,975,3,1170.0
Zudio,India,Karnataka,Agra,Kids,Skirts,96,421894,Owned,2024-08-29,1400,Daniel Martin,M24,Unit 3985 Box 6393 DPO AE 75682,+1-243-691-6908x23075,10 AM - 7 PM,11,Not Available,CCTV,25616,2024-08-28,August,773947,Kyle Norris,481,1729,4,2766.4
Zudio,India,Karnataka,Kolhapur,Kids,Shoes,52,419230,Owned,2022-04-30,1200,James Clark,M5,"0360 Juarez Lakes Castromouth, VA 66659",328.573.8853x56416,9 AM - 8 PM,4,Available,None,10217,2024-11-04,November,370798,Sonya Perez,493,2544,1,1017.6
Zudio,India,Gujarat,Ahmedabad,Men,Pants,32,412824,Owned,2022-07-25,1200,Sarah Martinez,M40,"5652 Joseph Plain North Brandy, AR 47099",693-871-3360,9 AM - 8 PM,10,Available,"CCTV, Alarm",15304,2024-02-11,February,817911,Jorge Spencer,433,832,4,1331.2
Zudio,India,Uttar Pradesh,Mysuru,Kids,Shirts,11,431687,Rented,2024-10-13,1100,Kathryn Jones,M88,"84014 Tammy Drive Apt. 921 Bradfurt, NC 13206",544-389-2159,9 AM - 8 PM,12,Not Available,"CCTV, Alarm",95593,2024-02-15,February,793792,Peter Carpenter,684,1809,5,3618.0
Zudio,India,Karnataka,Guwahati,Men,Dresses,21,436246,Owned,2020-03-13,1000,George Simmons,M76,"26808 Bates Estates Port Paul, ID 91245",+1-212-723-1315,11 AM - 8 PM,6,Available,Alarm,95181,2024-08-18,August,628152,Michael Johnson,220,2542,6,6100.8
Zudio,India,Karnataka,Kanpur,Women,Shirts,54,430839,Owned,2020-01-12,1300,Brenda Mcgee,M51,"092 Yoder Drive Jeffreytown, AK 52209",892-989-3278,11 AM - 8 PM,6,Not Available,"CCTV, Alarm",41518,2024-07-28,July,588980,Robert Lowe,850,1946,1,778.4000000000001
Zudio,India,Delhi,Chhattisgarh,Kids,Pants,4,438464,Rented,2024-02-01,950,Miss Melissa Thomas MD,M35,"PSC 5740, Box 0637 APO AE 25485",+1-711-348-0446x97970,10 AM - 9 PM,18,Not Available,CCTV,58216,2024-02-29,February,654939,Michelle Larson,673,2174,8,6956.8
Zudio,India,Maharashtra,Kolkata,Women,Pants,4,435539,Owned,2024-06-14,1200,Gregory Lozano,M42,"11266 Kevin Spurs Port Joshuastad, SD 10317",644-981-0083x297,10 AM - 7 PM,5,Available,None,65570,2024-02-08,February,127213,Jennifer Whitaker,286,1075,3,1290.0
Zudio,India,Maharashtra,Indore,Kids,Skirts,36,406717,Owned,2021-11-03,1300,Michelle Sanchez,M75,"64582 Mathew Fort Port Davidview, TX 67187",4753103105,10 AM - 9 PM,14,Available,"CCTV, Alarm",76456,2024-05-08,May,455414,Omar Moore,792,1703,2,1362.4
Zudio,India,West Bengal,Kolkata,Kids,Dresses,63,411944,Owned,2023-05-02,1200,Donald Bauer,M45,"3147 Morton Garden West Emmaville, NE 44829",+1-494-868-5545x638,10 AM - 9 PM,18,Available,CCTV,46526,2024-06-17,June,310905,Jill Kelly,451,912,5,1824.0
Zudio,India,Karnataka,Indore,Men,Hoodies,3,429079,Rented,2024-08-23,1200,Eric Cameron,M29,"27815 Donaldson Plains Suite 070 Hardyshire, WA 06031",(757)445-5348,11 AM - 8 PM,17,Not Available,CCTV,64096,2024-11-30,November,845127,Jon Walsh,332,543,1,217.20000000000002
Zudio,India,West Bengal,Thane,Kids,Skirts,20,415888,Rented,2022-02-11,1000,Robert Weber,M40,"2137 Brown Lakes Apt. 220 Ramosshire, IN 71485",729-181-8869x5137,11 AM - 8 PM,5,Available,"CCTV, Alarm",78923,2024-01-16,January,473220,James Lewis,995,1922,3,2306.4
Zudio,India,Maharashtra,Mysuru,Men,Hoodies,55,425357,Rented,2021-01-12,1100,Alejandro Richards,M22,"33369 Kathleen Stream Melissaland, LA 21581",307.584.0881,9 AM - 8 PM,19,Available,CCTV,28772,2024-08-19,August,528775,Steven Williams,329,1648,4,2636.8
Zudio,India,Karnataka,Jammu,Women,Hoodies,87,436529,Owned,2020-12-25,1400,Jessica Bailey,M13,"633 Jessica Fork Apt. 342 Brewermouth, FL 09108",(163)191-1230,9 AM - 8 PM,13,Available,"CCTV, Alarm",67212,2024-06-16,June,230768,Darin Holder,700,2997,8,9590.4
Zudio,India,Gujarat,Chandigarh,Kids,Jackets,89,423424,Owned,2023-07-12,800,Andre Walters,M68,"9183 Vanessa Forest North Cynthia, UT 18751",(872)444-7195,9 AM - 8 PM,11,Available,None,30452,2024-02-15,February,704583,Anne Moreno,612,2359,4,3774.4
Zudio,India,West Bengal,Mysuru,Men,Shoes,75,400435,Rented,2022-07-03,1400,Susan Burns,M53,"97493 Wendy Rest Suite 993 Chenmouth, NY 13119",265.501.3012x8308,10 AM - 7 PM,13,Available,CCTV,53947,2024-01-17,January,710578,Dwayne Willis,931,2291,5,4582.0
Zudio,India,Gujarat,Patna,Kids,Pants,70,405141,Rented,2022-03-18,1200,Eric Hale,M81,"528 Medina Cliffs East Michael, NM 77376",368.267.1786x8863,10 AM - 9 PM,4,Available,"CCTV, Alarm",24661,2024-10-27,October,265258,Thomas Thomas,585,862,1,344.8
Zudio,India,Gujarat,Kanpur,Men,Pants,79,439057,Owned,2020-02-16,1000,Bryan Gardner,M40,"320 Cobb Plaza Riverashire, AL 33312",+1-144-456-7686x964,10 AM - 7 PM,14,Not Available,Alarm,43260,2024-04-16,April,508082,Andrew Stout,864,2821,8,9027.2
Zudio,India,Karnataka,Vadodara,Kids,Sweaters,69,418526,Owned,2023-09-13,1400,Samantha Lowe MD,M21,"4187 Wiley Parks Apt. 944 Ruthtown, FL 59377",385.739.3863x30054,10 AM - 9 PM,8,Available,CCTV,88654,2024-05-05,May,642896,Kenneth Erickson,600,602,5,1204.0
Zudio,India,Tamil Nadu,Jaipur,Men,T-shirts,12,408817,Rented,2022-04-25,1100,Kathy Combs,M70,"8061 Lang Trail Suite 239 Loriside, DE 75878",872-065-7838x71344,9 AM - 8 PM,17,Available,Alarm,40305,2024-06-19,June,674543,Jason Hartman,965,942,1,376.8
Zudio,India,Gujarat,Chennai,Men,Shoes,10,404312,Rented,2024-05-30,1200,Rachel Adams,M91,"68296 Nichols Place Apt. 131 Cookside, NJ 60501",+1-511-204-0172x815,9 AM - 8 PM,11,Available,Alarm,61095,2024-01-26,January,377461,Michael Gould,276,1818,1,727.2
Zudio,India,Delhi,Rajkot,Men,Skirts,29,401765,Owned,2020-09-28,1300,Brian Henry,M4,"61650 James Inlet Charlesbury, AL 18134",1952634020,9 AM - 8 PM,12,Available,"CCTV, Alarm",54509,2024-02-05,February,304424,Joshua Martinez,526,2994,3,3592.8
Zudio,India,Maharashtra,Hyderabad,Men,Sweaters,76,402724,Owned,2021-07-01,1400,Ryan Smith,M93,"375 Bates Greens Rebeccachester, MS 30293",652.000.9548,9 AM - 8 PM,4,Available,Alarm,26092,2024-11-06,November,911570,Jennifer Mccarthy,560,861,7,2410.8
Zudio,India,Gujarat,Satara,Men,Dresses,78,422681,Rented,2021-10-18,950,Robert Larsen,M78,"20756 Jennifer Falls Suite 735 South Keithport, IN 36240",261.800.9727x2120,9 AM - 8 PM,19,Available,None,30504,2024-07-06,July,165100,Denise Lee,856,892,8,2854.4
Zudio,India,Maharashtra,Nagpur,Men,Shoes,30,401848,Rented,2024-08-05,1400,Sarah Terry,M51,"08383 Randy Park Suite 894 South Jodiview, WA 65186",(262)348-9949x54908,10 AM - 7 PM,14,Not Available,CCTV,25427,2024-09-27,September,327557,John Holt,699,999,1,399.6
Zudio,India,Uttar Pradesh,Noida,Women,Dresses,30,423682,Owned,2022-01-07,1200,James Montgomery,M45,"741 Khan Ways West Edward, WY 12722",001-811-812-5229x151,9 AM - 8 PM,7,Not Available,"CCTV, Alarm",13375,2024-05-03,May,586201,Kenneth Wilson,375,1962,7,5493.6
Zudio,India,Gujarat,Chhattisgarh,Women,T-shirts,13,406234,Owned,2023-10-10,800,Richard Jackson,M30,"1031 Cantu Walk Toddside, MS 03145",136.748.0919x46103,11 AM - 8 PM,6,Not Available,"CCTV, Alarm",11028,2024-01-08,January,980962,Jeremy Newton,316,2057,8,6582.400000000001
Zudio,India,Rajasthan,Ranchi,Women,Dresses,100,412383,Rented,2021-10-13,800,Alexis Stout,M9,"9259 Jenna Mews Davidfort, MO 58226",(209)396-0348x386,9 AM - 8 PM,18,Not Available,"CCTV, Alarm",11984,2024-02-11,February,231607,Sarah Mckenzie,610,1307,8,4182.400000000001
Zudio,India,Maharashtra,Kanpur,Men,Sweaters,17,412621,Owned,2024-03-26,800,Miss Renee Myers,M34,"5809 Mitchell Street Apt. 928 Brianport, IN 10058",001-554-380-8096x2870,10 AM - 7 PM,19,Not Available,None,87954,2024-11-05,November,290273,Felicia Potts,238,1108,7,3102.4
Zudio,India,Tamil Nadu,Faridabad,Women,Tops,29,437980,Owned,2023-02-21,950,Margaret Mendez,M76,Unit 8148 Box 3574 DPO AE 96896,(601)797-0989,9 AM - 8 PM,15,Available,None,68876,2024-10-25,October,746272,Cathy Spears,476,1986,1,794.4000000000001
Zudio,India,Delhi,Faridabad,Kids,Tops,3,438388,Rented,2023-04-19,1100,Ashley Baker,M26,"PSC 8900, Box 6854 APO AP 51862",577-806-4977x40954,9 AM - 8 PM,12,Available,Alarm,90235,2024-03-05,March,690577,Kathleen Ford,305,1295,8,4144.0
Zudio,India,Karnataka,Indore,Men,Pants,100,421825,Owned,2023-06-20,1300,Allison Garcia,M19,"0478 Alexander Trail North Andrea, IA 44601",411-438-3907,9 AM - 8 PM,13,Available,CCTV,31560,2024-05-31,May,422947,Carol Morrison,978,505,1,202.0
Zudio,India,Gujarat,Surat,Kids,Dresses,18,424998,Owned,2021-10-10,800,Alexis Smith,M84,"89756 Elizabeth Fall East Adamborough, MA 83466",+1-523-779-8593x43234,10 AM - 7 PM,16,Available,Alarm,41185,2024-12-02,December,849808,Peggy Johnson,893,2249,8,7196.8
Zudio,India,Uttar Pradesh,Madurai,Women,Shirts,35,425887,Rented,2021-02-25,950,Sarah Reyes,M22,Unit 5599 Box 4236 DPO AA 43868,001-152-382-2555x597,11 AM - 8 PM,18,Available,None,53628,2024-01-02,January,520286,Whitney Garrett,986,1761,8,5635.200000000001
Zudio,India,Gujarat,Pondicherry,Women,Hoodies,45,439083,Owned,2022-05-15,1200,Brandon George,M6,"969 Brandon Grove Apt. 072 Carolynmouth, SC 12427",861.079.7409x854,10 AM - 9 PM,6,Not Available,"CCTV, Alarm",74553,2024-10-11,October,315504,Tanya Shaffer,802,1215,6,2916.0
Zudio,India,Uttar Pradesh,Lucknow,Men,Dresses,30,403907,Owned,2023-04-20,1000,Maria Schmidt,M2,"931 Rogers Flat South Sheila, NV 12737",(637)564-3063,9 AM - 8 PM,11,Available,Alarm,55409,2024-07-19,July,135652,Christina Mcmillan DDS,637,2074,3,2488.8
Zudio,India,Gujarat,Lucknow,Men,Sweaters,63,436918,Rented,2021-04-05,1200,Michael Harris,M75,"6709 Eddie Square Collinbury, ND 97839",8048395755,9 AM - 8 PM,17,Available,Alarm,96889,2024-11-28,November,723014,Michelle Contreras,870,1725,1,690.0
Zudio,India,Karnataka,Mumbai,Women,Dresses,3,402842,Rented,2023-06-01,950,Sarah Castillo,M88,"19260 Clark Creek Apt. 001 Christopherbury, PA 44814",001-666-640-3167x820,10 AM - 7 PM,10,Not Available,"CCTV, Alarm",29979,2024-01-08,January,467889,Mark Davis,532,964,6,2313.6
Zudio,India,Rajasthan,Madurai,Men,T-shirts,89,432393,Rented,2024-11-25,1400,Brenda Burton,M9,"8042 Torres Key Port Joseph, PA 81800",488-932-0027,9 AM - 8 PM,12,Not Available,CCTV,64716,2024-04-18,April,506187,Holly Freeman,319,1617,1,646.8000000000001
Zudio,India,Maharashtra,Kochi,Women,Shoes,87,421596,Rented,2020-03-05,1400,Stephanie Hughes,M83,USCGC Smith FPO AP 01562,616.501.9248x0321,10 AM - 7 PM,17,Available,CCTV,38984,2024-10-19,October,895991,Mrs. Jennifer Gibbs,307,1154,7,3231.2000000000003
Zudio,India,Karnataka,Ahmedabad,Women,Shirts,47,419233,Owned,2020-08-03,800,Latasha Williams,M37,"90402 Monroe Courts Apt. 570 East Donald, KY 67290",689.556.3452x8512,10 AM - 7 PM,7,Not Available,None,71729,2024-06-10,June,536150,Melinda Berry,513,1114,3,1336.8000000000002
Zudio,India,Karnataka,Kolhapur,Men,Jeans,73,428992,Rented,2023-12-23,1300,Laurie Baker,M42,"729 Webb Divide Suite 032 East Ambertown, OH 78710",001-310-246-2727x71109,11 AM - 8 PM,6,Available,CCTV,27474,2024-02-08,February,777407,Alicia Gutierrez,636,1093,8,3497.6000000000004
Zudio,India,Tamil Nadu,Goa,Women,Skirts,24,431754,Owned,2020-09-01,1300,Richard Nelson,M37,"017 Barton Harbors Suite 940 Patriciaburgh, CO 83218",(804)919-2913x28048,9 AM - 8 PM,14,Available,CCTV,87961,2024-03-30,March,518188,Tanya Neal,246,1537,8,4918.400000000001
Zudio,India,West Bengal,New Delhi,Women,Jackets,99,423486,Owned,2024-06-15,1300,Diana Lin,M69,"38695 Chelsea Row South Darrell, AZ 31877",+1-253-589-4262x539,10 AM - 7 PM,20,Not Available,"CCTV, Alarm",64482,2024-11-16,November,814885,Robert Sullivan,904,956,6,2294.4
Zudio,India,Delhi,Chennai,Women,T-shirts,19,425549,Owned,2021-02-05,950,Penny Goodwin,M59,Unit 0268 Box 2721 DPO AA 66357,(704)720-2737,9 AM - 8 PM,17,Available,"CCTV, Alarm",53183,2024-11-09,November,831162,Kayla Edwards,917,1850,3,2220.0
Zudio,India,Gujarat,Aurangabad,Kids,Skirts,94,426974,Owned,2022-09-10,1100,Catherine Meadows,M61,"78187 Reeves Glen Vincentbury, NE 88327",(666)404-8186,9 AM - 8 PM,18,Not Available,Alarm,28717,2024-04-19,April,993557,Hailey Jones,683,1886,8,6035.200000000001
Zudio,India,Maharashtra,Coimbatore,Women,T-shirts,93,427802,Owned,2021-05-21,800,Michelle Mcconnell,M83,"66651 Foley Forges Morganport, VA 38113",793.165.1694x4592,10 AM - 9 PM,18,Available,None,64043,2024-06-11,June,177763,Lynn Espinoza,601,1164,8,3724.8
Zudio,India,Delhi,New Delhi,Women,Dresses,70,406467,Owned,2020-11-27,800,George Nielsen,M37,"32769 Banks Lane Apt. 013 Christophermouth, VT 23596",001-443-105-6102x556,10 AM - 7 PM,15,Not Available,Alarm,86478,2024-10-26,October,482750,Christian Olson,892,2970,6,7128.0
Zudio,India,Delhi,Kolhapur,Kids,Hoodies,31,415305,Owned,2023-03-21,950,Stacie Rowland,M82,"PSC 5578, Box 6614 APO AA 74386",(644)702-8225,10 AM - 7 PM,15,Available,CCTV,49157,2024-02-07,February,419424,Emily Chen,524,830,1,332.0
Zudio,India,Maharashtra,Guwahati,Men,Jackets,78,417405,Owned,2021-09-24,1000,Anthony Shepherd,M31,"693 Brittany Land Nguyenstad, TX 36522",392-895-4411x64151,9 AM - 8 PM,19,Available,CCTV,69678,2024-01-09,January,606851,Seth Moran,399,1078,4,1724.8000000000002
Zudio,India,Gujarat,Nagpur,Men,T-shirts,74,432223,Owned,2020-11-20,950,Lisa Poole,M9,"55884 Watson Ford Elizabethville, CT 29372",7513369944,11 AM - 8 PM,13,Not Available,"CCTV, Alarm",73126,2024-10-11,October,181624,Billy Reed,622,2626,3,3151.2000000000003
Zudio,India,Tamil Nadu,Varanasi,Men,Hoodies,37,401269,Owned,2024-02-28,1100,Kaitlin Vincent PhD,M13,"0399 Andre Road Andreashire, DC 82787",756-627-6516x43258,11 AM - 8 PM,13,Available,"CCTV, Alarm",97876,2024-09-17,September,206899,Darrell Jordan,937,2143,7,6000.400000000001
Zudio,India,Rajasthan,Thane,Men,Jeans,94,425663,Owned,2021-07-17,1400,Lindsay Clark,M18,"9048 Rodriguez Underpass Suite 385 South Lisa, MN 29988",(388)660-6454x1059,10 AM - 7 PM,13,Not Available,None,52785,2024-03-14,March,492497,Susan Payne,268,2707,4,4331.2
